Col1|Col2|Col3|Col4|Col5|Col6|Col7|Col8|Col9|Col10|Col11|Col12|Col13|Col14|Col15|Col16|Col17|Col18|Col19|Col20|Col21|Col22|Col23|Col24|Col25|Col26|Col27|Col28|Col29|Col30|Col31|Col32|Col33|Col34|Col35|Col36|Col37|Col38|Col39|Col40|Col41|Col42|Col43|Col44|Col45|Col46|Col47|Col48|Col49|Col50|Col51|Col52|Col53|Col54|Col55|Col56|Col57|Col58|Col59|Col60|Col61|Col62|Col63|Col64|Col65|Col66|Col67|Col68|Col69|Col70|Col71|Col72|Col73|Col74|Col75|Col76|Col77|Col78|Col79|Col80|Col81|Col82|Col83|Col84|Col85|Col86|Col87|Col88|Col89|Col90|Col91|Col92|Col93|Col94|Col95|Col96|Col97|Col98|Col99|Col100|Col101|Col102|Col103|Col104|Col105|Col106|Col107|Col108|Col109|Col110|Col111|Col112|Col113|Col114|Col115|Col116|Col117|Col118|Col119|Col120|Col121|Col122|Col123|Col124|Col125|Col126|Col127|Col128|Col129|Col130|Col131|Col132|Col133|Col134|Col135|Col136|Col137|Col138|Col139|Col140|Col141|Col142|Col143|Col144|Col145|Col146|Col147|Col148|Col149|Col150
Name65|||USA|Toronto|user65@example.com|+1-555-1132|Manager|Umbrella|40187|Engineering|Charlie||On Leave|911 Main St|83674|USA|Note 65|5.49|1|24|Project 10|Beta|8924|Name65|38|Female||Sydney|user65@example.com|+1-555-6529|Clerk|Initech|73352|HR|Alice|2002-12-13|On Leave|190 Main St|14331|Canada|Note 65|10.07|8|32|Project 49|Beta|433|Name65|23|Male|Germany|Berlin|||Analyst|Acme Corp||Engineering|Alice|2013-07-04|On Leave|554 Main St|44501|Australia|Note 65|47.07|7|35|Project 27|Delta|4261|Name65|33|Female|USA|Toronto|user65@example.com|+1-555-7342|Engineer|Initech||Marketing|Alice|2016-10-24||334 Main St||USA|Note 65|24.64|2|31|Project 52|Delta|6586|Name65|29||Australia|London|user65@example.com||Engineer|Umbrella|59016|Marketing|Diana|2014-12-21|Active|141 Main St|15331|UK|Note 65|42.63|7|19||Gamma|1991|Name65|28|Male|Germany|London|user65@example.com|+1-555-1691|Clerk|Umbrella|112378|Sales|Charlie|2017-04-11|Inactive|828 Main St|10573|Australia|Note 65|45.27||7|Project 13|Beta|1409|Name65|26|Other|Australia|New York|user65@example.com
Name66|46|Other|Australia|Toronto|user66@example.com|+1-555-9510|Manager|Acme Corp|33316||Alice|2012-02-01|Inactive|107 Main St|97000|Australia|Note 66|44.04|2|27||Alpha|5885|Name66|43|Male|Germany|Berlin|user66@example.com|+1-555-6565|Manager|Globex|51526|Sales|||Inactive|540 Main St|41188|USA|Note 66|44.16||14|Project 77||4210|Name66|41||Germany|Toronto|user66@example.com|+1-555-3324|Clerk|Umbrella|107794|Marketing|Bob|2002-01-23||941 Main St|85379|UK|Note 66|23.84|5|21|Project 5|Delta|7211|Name66|63|Male||Toronto|user66@example.com|+1-555-1592||Acme Corp|111765|Marketing|Alice|2011-02-12|Inactive|||USA|Note 66|18.73|6|16|Project 79|Beta|4643|Name66|35|Male|Germany|Berlin|user66@example.com|+1-555-4505|Clerk|Umbrella|79990|Engineering|Diana|2020-10-18|Inactive|215 Main St|35022|Canada|Note 66|34.34|5|5|Project 64|Gamma||Name66|33|Other|Australia|Berlin|user66@example.com|+1-555-5446||Acme Corp|116822|Marketing|||On Leave|765 Main St||Germany|Note 66|72.4|9|11|Project 97|Gamma|6890|Name66|33|Other|Canada|Sydney|user66@example.com
Name67|63|Male|Australia|New York|user67@example.com|+1-555-6004|Clerk|Initech|31669|Marketing|Bob|2013-03-10|On Leave|715 Main St|81266|UK|Note 67|83.3|4||Project 72|Gamma|1056|Name67|26|Other|USA|Berlin|||Engineer|Umbrella|113941|Sales|Diana|2007-10-16|On Leave|263 Main St||Germany|Note 67|38.94|10|29|Project 63|Alpha|3737|Name67|62|Male|Germany|New York|user67@example.com|+1-555-5487|Clerk|Globex|103170|Engineering|Alice|2007-10-04|Active|388 Main St|87365|UK|Note 67|16.64|6|34|Project 23|Beta|4879|Name67|27|Other|Canada|Toronto|user67@example.com|+1-555-7122|Engineer||54199||Alice|2012-10-17|On Leave|792 Main St||USA|Note 67|78.28|4|34|Project 55|Beta|1790|Name67||Other|Australia|Sydney|user67@example.com|+1-555-9734||Umbrella|101702|Sales||2014-11-20|Active|934 Main St|57957|Australia||27.5|10|2|Project 62|Delta|7227|Name67|50|Female|UK|Toronto|user67@example.com|+1-555-1861||Initech|43901|Engineering|Diana|2020-07-31||176 Main St|50301|USA|Note 67|71.22||26|Project 62|Gamma|1015|Name67|31||UK|Sydney|user67@example.com
Name68||Other|UK|Toronto|user68@example.com|+1-555-9100|Clerk|Initech|41425|Marketing|Bob|2014-07-24|On Leave|261 Main St|88683||Note 68|72.7|1|6|Project 17|Alpha|7486|Name68|22|Male|Germany|Toronto|user68@example.com|+1-555-3920|Clerk|Umbrella|86405|Sales||2015-03-02||636 Main St|58073|Canada|Note 68|69.15|10|15|Project 27|Delta|6628|Name68|28|Male|USA|Berlin|user68@example.com||Clerk|Initech|58075|Sales|Bob|2017-07-05|On Leave|636 Main St|16386|USA|Note 68||7|38|Project 72|Alpha|8981||31|Female|Canada|Sydney|user68@example.com|+1-555-2627|Clerk|Acme Corp||HR|Alice|2018-05-26|Active|497 Main St|48910|UK|Note 68|68.17|1|37|Project 91|Alpha|748||25|Female|Australia|Toronto|user68@example.com||Manager||||Diana|2006-05-09|On Leave|244 Main St|22928|Germany|Note 68|39.96|7|13|Project 96|Beta||Name68|42|Male||Berlin|user68@example.com||Analyst|Initech|79743|||2019-04-02|Inactive|230 Main St|48359|Australia|Note 68|37.17|9|35|Project 65|Alpha|2437||42|Other|Australia|Sydney|user68@example.com
Name69|28|Male|USA||user69@example.com|+1-555-4091|Engineer|Acme Corp|81722||Alice|2013-12-23|Active|394 Main St|99037|Canada|Note 69|43.12||30|Project 32|Beta||Name69||Female|Canada|Toronto|user69@example.com|+1-555-9081|Manager|Umbrella|107049|Sales|Bob|2015-12-06|On Leave|458 Main St|85554|Australia|Note 69|81.85|8|34|Project 35|Delta|7743|Name69||Male|Canada|London|user69@example.com||Analyst|Acme Corp||HR|Alice|2015-06-22|Inactive|697 Main St|30089||Note 69|29.9|9|16|Project 36|Alpha|4125|Name69|54|Other|UK|Toronto|user69@example.com|+1-555-9838|Manager|Acme Corp|103717|HR|Charlie|2007-03-14|On Leave|242 Main St||USA|Note 69|40.64|9|28|Project 78|Beta|8449|Name69|59|Male|Canada|Toronto|user69@example.com|+1-555-1312|Engineer|Initech||Marketing|Diana|2015-08-12|On Leave|240 Main St|33638|USA||47.34|10|10|Project 29|Delta|6469|Name69|32|||Toronto|user69@example.com|+1-555-9583|Manager|Acme Corp|88943|Sales|Diana||On Leave|738 Main St||Germany||35.39|5|34|Project 2|Alpha|5889|Name69|20|Female|Canada|Sydney|user69@example.com
Name70|59|Other|UK|New York|user70@example.com|+1-555-9980|Manager|Globex|109630||Bob|2015-11-21|Inactive||67408|USA|Note 70|21.13|6|8|Project 37|Gamma|1124|Name70|30|Female|UK|New York|user70@example.com|+1-555-9397|Engineer|Globex|39503|HR|Diana|2015-03-11|Active|933 Main St|43180||Note 70|57.92||0|Project 85|Beta|6794|Name70|28|Female|Canada|London|user70@example.com|+1-555-9444|Clerk|Acme Corp|113427|HR|Alice|2018-01-24|Inactive|963 Main St|50785|UK|Note 70|5.5|10|25|Project 28|Beta|8068|Name70|55|Male|USA|New York|user70@example.com|+1-555-3400|Clerk|Umbrella||Marketing|Charlie|2004-01-29|On Leave|294 Main St|39281|USA|Note 70|73.52|5|36|Project 4|Alpha|4046|Name70|45|Male|USA||user70@example.com|+1-555-2228|Engineer|Globex||HR|Bob|2006-11-21|On Leave|880 Main St|30867|UK|Note 70|37.2|9|3|Project 59|Gamma|5380|Name70|44|Other|Australia||user70@example.com|+1-555-8570|Analyst|Acme Corp|57556|Sales|Bob|2016-04-15|Inactive|640 Main St|35346|UK|Note 70|98.92|10|30|Project 60|Gamma|7700|Name70|22|Female|USA|New York|user70@example.com
Name71|30|Other|UK|Toronto|user71@example.com|+1-555-5959|Manager|Acme Corp|67595|Sales|Bob|2000-06-13||982 Main St|49822|Canada|Note 71|12.94|7|9|Project 70|Alpha|3816|Name71|23|Other|Canada|Toronto|user71@example.com|+1-555-5841|Engineer|Umbrella|94079|Engineering|Bob|2005-08-07|Inactive|||Germany|Note 71|60.99|10|22||Delta|9602|Name71|53|Other|USA|New York|user71@example.com|+1-555-8192||Initech|43071|Engineering||2013-06-29|Active|661 Main St||Canada|Note 71|83.18|9|3|Project 19|Delta|3890|Name71|31|Female|UK|New York|user71@example.com|+1-555-6477|Clerk|Umbrella|31598|HR|Diana|2002-07-31|Inactive|153 Main St|43512|Canada||62.74|1|12|Project 78|Delta|8554|Name71|54|Other|Australia|London|user71@example.com|+1-555-6815|Clerk|Acme Corp|101920|Marketing|Charlie|2007-03-28|Inactive|262 Main St||Germany|Note 71|14.65|1|34|Project 1|Beta|3899|Name71|36|Female|USA|Toronto|user71@example.com|+1-555-4649||Initech|81830|Sales|Bob|2020-11-20|Inactive|895 Main St|10514|Germany|Note 71||4|37|Project 60||6226|Name71|25|Other|USA|New York|user71@example.com
Name72|27|Other|Germany|Sydney|user72@example.com|+1-555-3226|Analyst||103162|Engineering||2002-09-09|Active||90987|UK||78.59|5|14|Project 14|Gamma|7882|Name72|31|Female|UK|London|user72@example.com|+1-555-2726|Clerk|Initech|80405|Engineering|Charlie|2003-11-10|Inactive|176 Main St|92106||Note 72|36.72|7|12|Project 31|Beta|261|Name72||Female|Germany|London|user72@example.com|+1-555-5736|Clerk|Globex|108271|Marketing|Diana||On Leave|137 Main St|63858|Germany|Note 72|40.82|6||Project 78|Gamma|8020|Name72|41|Female|Germany|London|user72@example.com|+1-555-8044||Acme Corp|||Diana|2016-12-26|On Leave|597 Main St|17576|UK|Note 72|34.44|1|39|Project 36|Delta|667|Name72|35||Canada|London|user72@example.com|+1-555-7181|Engineer|Acme Corp|35631||Diana|2003-03-12|Active|912 Main St|57740|USA|Note 72|5.44|3|29|Project 43|Delta|7632|Name72|56|Other|Australia|Sydney|user72@example.com|+1-555-4640|Engineer|Umbrella|79771||Charlie|2015-11-07|On Leave|417 Main St|63379|Canada|Note 72|56.63|6|29|Project 46|Alpha||Name72|45||Australia||user72@example.com
Name73|54||Australia|New York|user73@example.com|+1-555-8776|Clerk|Acme Corp|92257|HR||2011-05-05|On Leave|905 Main St|73744|UK|Note 73|2.85|9|29|Project 25|Beta|5923|Name73|33|Female|Germany|Berlin||+1-555-3323|Clerk|Acme Corp|66513|Engineering|Alice|2001-01-25|Inactive|785 Main St|18406|Australia|Note 73|18.84|10||Project 9|Delta|1577|Name73|38|Female|USA|New York|user73@example.com|+1-555-8739||Umbrella|33885|Sales|Bob|2010-12-02|On Leave|690 Main St|52694|Australia|Note 73|20.65|5|23||Alpha|193|Name73|26|Other||London|user73@example.com|+1-555-1253||Initech|44629|HR|Bob|2002-09-02|Inactive|812 Main St|19668|UK|Note 73|23.36|8|32|Project 1|Delta|9503|Name73|57|Other|Germany|Toronto|user73@example.com|+1-555-3332|Analyst|Umbrella|35311|Marketing|Diana|2001-12-08||863 Main St|41007|Germany|Note 73|66.85|1|17|Project 46|Delta|3176|Name73|57|Male|Germany|Toronto|user73@example.com|+1-555-5497|Engineer|Acme Corp|92791||Alice||Active|505 Main St|15565|Canada|Note 73|34.89|4|4|Project 12|Beta|1156||30|Male|USA|Berlin|user73@example.com
Name74|57|||Toronto|user74@example.com||Engineer||87914|HR|Alice|2012-06-19|Active|766 Main St|41194|Australia|Note 74|6.6|1|23|Project 68||7837|Name74|57|Male||Sydney|user74@example.com||Engineer|Globex|108336|Marketing|Alice|2009-10-10|Active|958 Main St|78067|Canada|Note 74|96.31||20|Project 36|Delta|8829||29|Male||Sydney|user74@example.com|+1-555-3570|Analyst|Initech|101549|Sales|Alice|2010-05-25|On Leave|749 Main St|84008|Australia|Note 74|95.1|5|26|Project 8|Beta|2677|Name74|30|Female|Germany|Sydney|user74@example.com|+1-555-9654||Initech|49993|Engineering|Bob|2016-08-04|On Leave|768 Main St|46593|Germany|Note 74|20.48|7|24|Project 100|Delta|8838|Name74|32|Male|UK|Toronto|user74@example.com||Engineer||60664||Alice|2007-09-20|Inactive|183 Main St|65733|UK|Note 74|63.22|2|9|Project 53|Delta|9300|Name74|42|Other|Australia|Berlin|user74@example.com||Manager|Umbrella|39096|HR||2000-02-27|Active|661 Main St||USA|Note 74|52.54|6|40||Delta|8843|Name74|30|Male|Australia||user74@example.com
Name75|38|Female|Australia|Toronto|user75@example.com|+1-555-8359|Analyst|Globex|111145|HR|Bob|2018-09-13|Active|570 Main St||Canada|Note 75|16.41|8|29|Project 53|Delta||Name75|60|Other|UK|Sydney|user75@example.com|+1-555-4583|Analyst|Umbrella|56668||Alice|2006-02-22|Active|575 Main St|35772|USA|Note 75|4.43|2|40|Project 10|Beta|7239|Name75|28|Other||Berlin|user75@example.com|+1-555-6685|Engineer|Acme Corp|119460|Marketing|Bob|2018-07-11|On Leave|549 Main St||Canada|Note 75|72.18|2||Project 20|Alpha|9978|Name75|26|Other|Canada|London|user75@example.com|+1-555-6096|Manager|Acme Corp|43534|Marketing|Diana||On Leave|861 Main St|74263|USA|Note 75|89.11|6|28|Project 41|Beta|69|Name75|21|Other|UK|Sydney|user75@example.com|+1-555-3403|Engineer|Globex|111261|Sales|Charlie|2020-07-21|Inactive|162 Main St|48784|Australia|Note 75|46.49|3|27|Project 47|Delta|5961|Name75|27|Male|Germany|New York|user75@example.com|+1-555-2841|Engineer|Initech|42456|Marketing|Alice|2013-09-25|Active|700 Main St|87994|USA|Note 75|90.79|9|35|Project 14|Delta|9140|Name75|32|Other|Germany|Sydney|user75@example.com
Name76|38|Male|Australia|Toronto|user76@example.com|+1-555-8468|Clerk|Umbrella|61525||Alice|2009-01-07|Inactive|973 Main St|66096|USA|||4|18|Project 81|Alpha|7900|Name76|33|Female|Canada||user76@example.com|+1-555-7297|Manager||85469|Marketing|Alice||On Leave|722 Main St|58561|Germany|Note 76|86.18|8|15|Project 70|Alpha||Name76|31|Other|Australia|Berlin|user76@example.com|+1-555-4583|Analyst|Globex|59275|Engineering|Charlie|2003-04-13|Inactive|225 Main St|11912|Canada|Note 76|40.22|10|35|Project 46|Beta|2950|Name76|44|Male||New York||+1-555-1717|Analyst|Globex|74778|Engineering|Diana|2017-01-31|Inactive||81712||Note 76|71.61|8|9|Project 93|||Name76|34|Other|UK|New York|user76@example.com|+1-555-4855|Engineer|Initech||Marketing|Bob|2011-11-09|On Leave|996 Main St|37387|Australia|Note 76|2.16|4|29|Project 30|Beta|4187|Name76|60|Female|Germany|Sydney|user76@example.com|+1-555-8566|Clerk|Initech|110399|Marketing|Diana|2015-01-13|Active|317 Main St|62928||Note 76||3|24||Alpha|4781|Name76|41|Other|Canada|Berlin|user76@example.com
Name77|25||Canada|London|user77@example.com|+1-555-3419|Analyst|Globex|56581||Bob||On Leave|996 Main St|10657|UK|Note 77||8|13||Delta|2372|Name77|27|Female|Australia|Berlin|user77@example.com|+1-555-8592||Initech|63406|Engineering|Charlie|2006-11-15|On Leave|997 Main St|70678|USA|Note 77|0.08|8|30|Project 19|Alpha|945|Name77|59|Female|Australia|Berlin|user77@example.com|+1-555-4528|Analyst|Acme Corp|78448|Engineering||2004-06-26||660 Main St|43677|Australia|Note 77|18.93|8|8|Project 49|Beta|337|Name77|35|Female|Germany|London|user77@example.com|+1-555-6047|Engineer||101808|Engineering||2010-06-29|Active|304 Main St|38543||Note 77|83.08|2|13|Project 35|Alpha|7055|Name77|55||Australia|Sydney|user77@example.com|+1-555-1579|Manager|Globex|113315|Marketing|Bob|2012-10-29|Inactive|814 Main St|33558||Note 77|13.32|2||Project 5|Alpha|2313|Name77|56|Female|Australia||user77@example.com|+1-555-9678|Clerk|Acme Corp|59063|Engineering||2007-04-23|Inactive|175 Main St|26223|USA|Note 77||1|29|Project 68|Delta|2924|Name77|64|Male|USA|Toronto|user77@example.com
Name78|25|Female|UK|London|||Engineer|Globex|117854|Marketing|Bob|2007-12-19|On Leave|553 Main St|34416||Note 78||9|12|Project 1||133|Name78|57|Other|||user78@example.com|+1-555-4342|Clerk|Initech|109370|Engineering|Charlie||On Leave|197 Main St|25090|Australia|Note 78|65.05|10||Project 1|Gamma|7955|Name78|50|Other|Germany|Toronto|user78@example.com|+1-555-5996|Manager||35717|Sales|Charlie|2020-07-16|On Leave|772 Main St|27669|USA|Note 78|69.91|8|17|Project 53|Delta|2419|Name78|27|Male|Canada|New York||+1-555-7374|Manager|Globex|36250|Sales|Diana|2002-11-04|Active|201 Main St|36513|USA|Note 78|15.85|6|6|Project 84|Beta|6128|Name78|34|Female|Germany|Toronto|user78@example.com|+1-555-7006|Manager|Globex|60912|Engineering|Charlie|2002-06-04|Active|290 Main St||USA|Note 78|19.12|3|21|Project 95|Gamma|2694|Name78|56|Male|Germany|Sydney|user78@example.com|+1-555-2441|Engineer|Globex|45786|Engineering|Bob|2005-04-25||316 Main St|43252|USA|Note 78|17.29|4|10|Project 100|Alpha|767|Name78|29|Other|Germany|Toronto|user78@example.com
Name79|49|Male||Sydney|user79@example.com|+1-555-4143|Engineer|Globex|82411|Marketing|Diana|2013-02-06|On Leave|722 Main St|34874|Germany|Note 79|41.53|7|28|Project 42|Delta|1900|Name79|47|Male|USA|Toronto|user79@example.com|+1-555-4706||Globex|86595|HR|Alice|2020-04-13|Active|122 Main St|51815|USA|Note 79|44.8|1|16|Project 32|Beta|7913|Name79|28|Female|Australia|Toronto|user79@example.com|+1-555-1233|Engineer|Umbrella|97426|HR|Bob|2000-04-09|Inactive||19791|Canada|Note 79|48.14|1|7|Project 16|Gamma|2903|Name79|35|Female|Germany|Toronto|user79@example.com|+1-555-6914|Analyst|Acme Corp|117669|HR|Diana|2007-08-23|Active|237 Main St|22145|USA|Note 79|75.57|6|30|Project 25|Beta|4560|Name79|54|Female|Canada|New York|user79@example.com|+1-555-3784|Engineer|Umbrella|118930||Charlie||Active|177 Main St|47137|Australia|Note 79|83.58|6|36|Project 26||2838|Name79|20|Male|Canada|Toronto|user79@example.com|+1-555-4030|||34075|HR|Alice|2016-06-28|Inactive|446 Main St|45266|UK|Note 79|17.39|7|17|Project 15|Delta|4110||65|Other|Australia|London|user79@example.com
Name80|61|Other|USA|London|user80@example.com||Clerk|Globex|74398||Alice|2004-09-22|On Leave|268 Main St|17033|Canada|Note 80|57.51|4||Project 50|Gamma|21|Name80||Female|UK||user80@example.com|+1-555-7249|Analyst|Umbrella||Marketing|Alice|2006-05-31|On Leave|192 Main St|79003|USA|Note 80|89.4|5|20||Gamma|||43|Other|UK|Toronto|user80@example.com|+1-555-3373|Analyst|Globex|67624|HR|Alice|2003-01-20|Active|233 Main St|58376|Germany|Note 80|43.62|6|4|Project 62|Delta|8591|Name80|56|Male|USA|London|user80@example.com|+1-555-3829|Analyst|Umbrella|100512|Sales|Bob|2006-03-26|Inactive|658 Main St|16584|UK|Note 80|71.11|10|18|Project 18|Beta|2869|Name80||Female|USA|London|user80@example.com|+1-555-5986|Engineer|Acme Corp|47338|Marketing|Bob|2004-03-09|Inactive|829 Main St|27815|Australia|Note 80|80.85|2|4|Project 13|Alpha|7628|Name80|||USA||user80@example.com|+1-555-9084|Analyst|Umbrella|107644|Engineering|Alice|2020-04-28|On Leave|748 Main St|84935|UK|Note 80|43.09|10|38|Project 79|Delta|1341|Name80|49|Other|Germany|London|user80@example.com
Name81|42|Female|Germany|Sydney|user81@example.com|+1-555-8835|Manager|Globex||HR|Diana|2000-04-22|Active|705 Main St|20730|Germany|Note 81|65.02|8|12|Project 95|Gamma|32||52|Other|Australia||user81@example.com|+1-555-3301|Manager|Globex|108744|Marketing|Bob|2012-03-18|Inactive|821 Main St|56911|Canada||46.56|4|7|Project 13|Alpha|9553||51|Other|USA|London|user81@example.com|+1-555-2431|Clerk||73840||Diana|2000-06-10|Inactive||30811|Australia||98.77|6|16|Project 70|Beta|9199||29|Female|USA|Sydney|user81@example.com|+1-555-3623|Manager||104481|Marketing|Bob|2001-08-29|Active|240 Main St|68779|Canada|Note 81|57.02|5||Project 28|Gamma|3198|Name81|44|Male|UK|Toronto||+1-555-9443|Engineer|Initech|80929|Sales|Alice|2003-03-08||597 Main St|28162|USA||12.61|1|37|Project 28|Delta|2355|Name81|61|Female|Australia|New York||+1-555-6777|Manager|Initech|109932|HR|Alice|2013-05-07||336 Main St|32346|USA|Note 81|95.18|6|4|Project 9|Alpha|2026|Name81|30|Female||Toronto|user81@example.com
Name82|38|Other|Canada|London|user82@example.com|+1-555-4688|Clerk|Umbrella|42696|HR|Charlie|2018-07-16|On Leave|812 Main St|40232||Note 82|65.97|10|3|Project 85|Gamma|1542|Name82|21|Other|Canada|Sydney|user82@example.com|+1-555-3970|Clerk||48858|HR|Diana||On Leave|165 Main St|86456|Australia|Note 82|29.37|5|28|Project 41|Alpha|5778|Name82|61|Female|UK|Berlin|user82@example.com|+1-555-2839|Analyst||80204|HR|Alice|2000-01-18||131 Main St||Germany|Note 82|0.56|10|39|Project 8|Alpha|7646|Name82|37||Canada|Sydney|user82@example.com|+1-555-2973|Manager|Initech|51211|Sales|Charlie|2005-08-20|Inactive|456 Main St|60087|USA|Note 82|99.51|2|14||Alpha|2535|Name82|26|Male|USA|Toronto|user82@example.com|+1-555-2010|Engineer|Umbrella|63075|Engineering|Charlie|2004-01-07|Inactive|192 Main St|10138|Canada|Note 82|9.56||9|Project 59|Alpha|1570||63|Male||New York|user82@example.com||Engineer|Umbrella|75391|HR|Diana|||337 Main St|90901|Australia|Note 82|62.97|6|12|Project 42|Delta||Name82|62|Other|Germany|New York|user82@example.com
Name83|42|Male|Germany|New York|user83@example.com|+1-555-3574|Analyst|Umbrella||Engineering|Alice|2018-05-20|On Leave|907 Main St|10727|USA|Note 83|52.59|1|20|Project 97|Delta||Name83|62||Germany|New York|user83@example.com|+1-555-1242|Engineer|Umbrella|100667|Sales|Alice||On Leave||20172|USA|Note 83|52.06|2|5||Gamma|8601|Name83|45|Other|USA|Berlin||+1-555-8240|Clerk|Umbrella||HR|Bob|2009-10-20|On Leave||76921|UK|Note 83|65.53||38|||2271|Name83|54|Female|Canada||user83@example.com|+1-555-7791|Clerk|Globex|54927|HR|Alice|2003-03-05|On Leave|582 Main St|55281|Germany|Note 83|89.34|7|37|Project 7|Alpha|8751|Name83|25|Male|Germany|Toronto|user83@example.com|+1-555-1992|Clerk|Initech|62356|HR|Bob|2014-05-09|Active|655 Main St|98817|Germany||67.6|3|2|Project 46||400|Name83||Female|Germany|Toronto||+1-555-5098|Analyst|Acme Corp|76684|Sales|Diana|2017-12-03|Inactive|836 Main St|71919|USA|Note 83|82.72|5||Project 35|Delta|9164|Name83|54||Canada|Toronto|user83@example.com
Name84|40|Other|Germany|London|||Manager|Acme Corp|75128||Charlie|2019-12-31||586 Main St|91778|UK|Note 84||10|36|Project 20|Gamma|4839|Name84|29|Other||Berlin|user84@example.com|+1-555-5072|Analyst|Globex|44760|Engineering|Bob|2018-06-30|Inactive|904 Main St|76829|Germany||67.91|10|10|Project 27|Delta|6008|Name84|44|Male|Germany|Toronto|user84@example.com|+1-555-4140|Engineer|Initech||Engineering|Diana|2014-09-16|On Leave|801 Main St||UK|Note 84|69.06|9||Project 68|Alpha|8054||37|Female|Australia|New York|user84@example.com|+1-555-7464|Analyst|Globex|97598|Engineering|Bob|2010-01-25|Active|450 Main St|66433|USA|Note 84|5.4|6|4|Project 15|Beta||Name84|61|Male|UK|Berlin|user84@example.com|+1-555-8806|Manager|Globex|60088|Sales|Diana|2001-11-21|Active|959 Main St|91516|USA|Note 84|51.27|2|34|Project 57|Alpha|5550|Name84|60|Male|Germany|New York|user84@example.com|+1-555-1066|Analyst|Acme Corp|72194|Engineering|Charlie|2012-08-29|Inactive|642 Main St|23159|UK|Note 84|17.94|8|25|Project 20|Beta||Name84|44|Male|UK|London|user84@example.com
Name85|55|Female|UK|Sydney|user85@example.com|+1-555-6335|Engineer||64665|HR|Diana|2019-02-12|Active||33992|Canada|Note 85|62.58|3|2|Project 36|Gamma|8119|Name85|36|Other|USA|Sydney|user85@example.com|+1-555-2438|Manager|Globex|45024|Engineering|Alice|2011-06-06|Inactive|177 Main St|59553|USA|Note 85|49.96|8|15|Project 47|Delta|8794|Name85|53|Female|Germany|Toronto|user85@example.com|+1-555-5878|Clerk|Initech|38266|Sales|Alice||Inactive||32612|UK|Note 85|23.65|5|1|Project 27|Beta|5139|Name85|63|Female|USA|New York||+1-555-6883|Clerk|Globex|46600|Engineering|Alice|2013-08-23|Inactive||23683|USA||25.16|8|5|Project 13|Gamma|3443|Name85|32|Female|Australia|London|user85@example.com||Analyst|Acme Corp|119273|Engineering|Bob|2011-05-05|On Leave|399 Main St|56780|Canada|Note 85|62.47|2|31|Project 95|Delta|7122|Name85|41|Other|||user85@example.com|+1-555-5393|Engineer|Globex|85198|Marketing|Alice|2003-07-29|On Leave|197 Main St||Germany|Note 85|98.43|6|1|Project 7||4514|Name85|54|Male|Australia|London|user85@example.com
Name86|34|Other|UK|London|user86@example.com|+1-555-8557||Globex||Engineering|Diana|2000-12-18|Active|122 Main St|12190|USA|Note 86|6.38|8||Project 27|Gamma|6503|Name86||Female|UK|Toronto|user86@example.com|+1-555-6706|Manager|Acme Corp|102965|Marketing|Diana||Inactive|174 Main St|49286|Germany|Note 86|43.25|10|5|Project 90|Delta||Name86|57|Female|Germany|New York|user86@example.com|+1-555-7765|Analyst|Globex|118625|Marketing|Charlie|2012-02-05|Inactive||40933|Canada|Note 86|76.62|6|24|Project 38|Alpha|1789|Name86|50|Male|USA|New York|user86@example.com||Analyst||55264|Sales|Bob||On Leave|712 Main St|56738|Canada||27.05|7|19|Project 50|Gamma|755|Name86|30|Male|Australia|Toronto|user86@example.com|+1-555-5226|Manager|Initech|95869|Marketing|Alice|2013-11-09|Inactive|318 Main St|74625|UK|Note 86|44.5|4|29|Project 41|Alpha||Name86|40||Australia|Berlin|user86@example.com|+1-555-8255|Analyst|Acme Corp|35024|Sales|Charlie|2011-10-20|Active|443 Main St|20968|Australia|Note 86|98.59|3|16|Project 46||7968|Name86|63|Other|USA|London|
Name87|53|Male|Canada|London|user87@example.com|+1-555-1380|Analyst|Umbrella||Marketing|Charlie|2012-02-27|On Leave|102 Main St|76737|USA|Note 87|49.46|10|32|Project 73|Alpha|4781|Name87|43|Female|UK|New York|user87@example.com|+1-555-7768|Clerk|Initech|53363|Engineering|Bob|2002-06-26|Active|857 Main St|96209||Note 87|74.72||27|Project 65|Alpha|8068|Name87|57|Other|UK|Toronto|user87@example.com||Clerk|Umbrella|100644|Marketing|Bob||Active|270 Main St|31233|Australia|Note 87|40.7|5|40|Project 2||5148|Name87|45|Male|Germany|Berlin|user87@example.com|+1-555-5013|Engineer|Acme Corp|75482|Engineering|Diana||On Leave|184 Main St|54238|Germany|Note 87|14.47||20||Beta|3767|Name87||Male|USA|New York|user87@example.com|+1-555-4664|Manager|Acme Corp|98604|HR|Charlie|2014-11-23|Active||18818|Canada|Note 87|58.87|7|20|Project 39|Delta|5628|Name87|65|Other|Canada|New York|user87@example.com|+1-555-1164|Manager|Initech|106732|Sales|Bob||Inactive|121 Main St|74567|Canada|Note 87|41.39|3|15|Project 90||874|Name87|30|Other|Germany|Sydney|user87@example.com
