Col1;Col2;Col3;Col4;Col5;Col6;Col7;Col8;Col9;Col10;Col11;Col12;Col13;Col14;Col15;Col16;Col17;Col18;Col19;Col20;Col21;Col22;Col23;Col24;Col25;Col26;Col27;Col28;Col29;Col30;Col31;Col32;Col33;Col34;Col35;Col36;Col37;Col38;Col39;Col40;Col41;Col42;Col43;Col44;Col45;Col46;Col47;Col48;Col49;Col50;Col51;Col52;Col53;Col54;Col55;Col56;Col57;Col58;Col59;Col60;Col61;Col62;Col63;Col64;Col65;Col66;Col67;Col68;Col69;Col70;Col71;Col72;Col73;Col74;Col75;Col76;Col77;Col78;Col79;Col80;Col81;Col82;Col83;Col84;Col85;Col86;Col87;Col88;Col89;Col90;Col91;Col92;Col93;Col94;Col95;Col96;Col97;Col98;Col99;Col100;Col101;Col102;Col103;Col104;Col105;Col106;Col107;Col108;Col109;Col110;Col111;Col112;Col113;Col114;Col115;Col116;Col117;Col118;Col119;Col120;Col121;Col122;Col123;Col124;Col125;Col126;Col127;Col128;Col129;Col130;Col131;Col132;Col133;Col134;Col135;Col136;Col137;Col138;Col139;Col140;Col141;Col142;Col143;Col144;Col145;Col146;Col147;Col148;Col149;Col150
Name123;29;Other;USA;Berlin;user123@example.com;+1-555-5874;Clerk;Umbrella;34457;Sales;Bob;2009-08-14;Inactive;486 Main St;;Canada;;;5;3;Project 44;Delta;8532;Name123;65;;USA;Sydney;;+1-555-4990;Engineer;;59764;Marketing;Diana;2011-05-18;Inactive;;80712;Canada;Note 123;;2;15;Project 8;Gamma;2820;Name123;42;Female;Australia;Toronto;user123@example.com;+1-555-1482;;Umbrella;59289;HR;Bob;2015-10-07;Inactive;681 Main St;63023;Canada;Note 123;43.0;8;28;Project 64;;2493;Name123;;Male;USA;Toronto;user123@example.com;+1-555-3037;Manager;Globex;112971;Engineering;Diana;2003-01-12;Inactive;172 Main St;;Canada;Note 123;29.37;;24;Project 25;Delta;9288;Name123;39;Male;UK;New York;user123@example.com;+1-555-1528;Engineer;Acme Corp;;HR;;2014-10-16;Inactive;582 Main St;80024;Australia;Note 123;1.83;10;4;Project 61;Alpha;5833;Name123;33;Other;Australia;Berlin;user123@example.com;+1-555-8247;Analyst;Umbrella;112780;Marketing;Charlie;;Active;785 Main St;33069;USA;Note 123;87.4;9;14;Project 99;Delta;3470;Name123;48;Male;USA;Berlin;user123@example.com
Name124;52;Male;Canada;New York;user124@example.com;+1-555-1583;Analyst;Acme Corp;76001;Marketing;Bob;2001-05-11;Active;922 Main St;49521;Australia;Note 124;61.5;7;8;Project 40;Gamma;9973;Name124;52;Other;UK;London;user124@example.com;+1-555-4015;Analyst;Globex;94988;Sales;Alice;2004-11-06;Inactive;342 Main St;15902;Australia;Note 124;12.81;1;;;Beta;8518;Name124;35;Male;Australia;Toronto;user124@example.com;+1-555-1125;Clerk;Initech;113086;Engineering;Alice;2019-12-16;Active;731 Main St;60055;USA;Note 124;;6;40;Project 69;Delta;9247;Name124;63;Male;Canada;Toronto;user124@example.com;+1-555-4432;Engineer;Initech;46361;Marketing;Diana;;Active;760 Main St;31814;Australia;Note 124;2.26;9;38;Project 74;Beta;6681;Name124;51;Other;Canada;Toronto;;+1-555-4542;;Umbrella;75805;Engineering;Alice;2012-05-28;Active;569 Main St;64314;Canada;Note 124;99.92;5;8;Project 76;Delta;2916;Name124;39;Male;Germany;London;user124@example.com;+1-555-4446;Analyst;Globex;;Marketing;Alice;2002-07-11;Active;909 Main St;87254;;Note 124;90.27;10;1;Project 51;Delta;4197;Name124;39;Other;Germany;Sydney;user124@example.com
Name125;34;Other;UK;Toronto;user125@example.com;+1-555-6253;Analyst;Initech;95627;HR;Charlie;2017-11-29;On Leave;750 Main St;45387;UK;Note 125;49.29;8;10;Project 80;Gamma;8202;Name125;29;Other;USA;Toronto;user125@example.com;+1-555-8124;Manager;;88330;Sales;;2010-03-19;On Leave;491 Main St;13127;USA;Note 125;16.58;8;;Project 59;;2498;Name125;33;Male;UK;Berlin;user125@example.com;;Engineer;Acme Corp;99685;Engineering;Alice;2017-01-12;;401 Main St;97626;Germany;Note 125;11.55;2;34;Project 1;Gamma;3017;Name125;43;Female;Australia;;user125@example.com;+1-555-2717;Manager;Umbrella;99644;Sales;Diana;2004-02-05;;869 Main St;27639;Australia;Note 125;46.79;9;18;Project 59;Delta;7470;Name125;43;;USA;;;+1-555-7465;Engineer;Umbrella;41410;Sales;Charlie;2001-07-18;On Leave;230 Main St;99755;USA;Note 125;;8;23;;Gamma;3251;Name125;24;Male;;Sydney;user125@example.com;+1-555-5404;;Umbrella;55206;Marketing;;2020-04-03;Active;730 Main St;;UK;Note 125;22.06;10;;Project 18;Alpha;8340;Name125;;Other;Germany;Sydney;
Name126;41;Male;Canada;Toronto;user126@example.com;+1-555-2405;Analyst;Initech;113441;Sales;Bob;2011-02-04;On Leave;509 Main St;;;Note 126;99.61;4;28;Project 98;Beta;;Name126;23;Other;Germany;London;user126@example.com;+1-555-7852;Manager;Initech;33473;Engineering;;2004-10-25;On Leave;901 Main St;;USA;Note 126;80.27;10;8;Project 4;;9111;Name126;46;Male;Germany;New York;user126@example.com;+1-555-9308;Analyst;Globex;78026;Marketing;Charlie;2006-05-13;Active;168 Main St;95019;USA;Note 126;95.92;3;37;Project 32;Gamma;563;Name126;34;Male;Australia;New York;user126@example.com;;Analyst;;53425;Marketing;Charlie;2004-09-19;Inactive;175 Main St;24670;USA;Note 126;92.32;4;38;Project 42;Delta;363;Name126;;Female;Australia;Toronto;user126@example.com;+1-555-8767;Engineer;Umbrella;;Sales;Bob;2003-03-18;Active;541 Main St;26823;UK;Note 126;84.41;2;3;Project 39;Alpha;6322;;61;Female;UK;New York;user126@example.com;+1-555-6384;Analyst;Umbrella;36065;;Alice;2020-12-13;;959 Main St;59095;Germany;Note 126;1.91;4;6;Project 10;Beta;8595;;23;Female;Canada;London;user126@example.com
Name127;20;;UK;New York;;+1-555-2442;Engineer;Acme Corp;66096;Engineering;Alice;2016-08-24;Active;894 Main St;16145;USA;Note 127;66.18;7;29;;Gamma;5147;Name127;62;;Germany;Sydney;user127@example.com;+1-555-1601;Engineer;Initech;108244;Marketing;Charlie;2017-07-29;Active;;22273;UK;Note 127;35.77;7;17;Project 47;Delta;;Name127;45;Male;Australia;Toronto;user127@example.com;+1-555-8544;Engineer;Globex;98814;Marketing;Charlie;2012-08-12;Active;601 Main St;10996;Canada;Note 127;67.27;4;;Project 65;Delta;6489;Name127;64;Other;UK;Sydney;user127@example.com;+1-555-1301;Clerk;Umbrella;69218;Engineering;;2016-07-11;;180 Main St;57198;Germany;Note 127;30.58;6;;Project 65;Alpha;8832;Name127;65;;Australia;New York;user127@example.com;+1-555-7741;Analyst;Acme Corp;106924;Engineering;Charlie;2005-01-02;;393 Main St;20791;Germany;Note 127;81.74;;;Project 6;Delta;6567;Name127;46;Male;Canada;Berlin;user127@example.com;+1-555-1814;Manager;Initech;104952;Marketing;Alice;2017-12-23;Active;722 Main St;36219;USA;Note 127;73.7;3;21;Project 7;Alpha;6219;Name127;24;Other;Australia;;user127@example.com
Name128;45;Female;UK;London;;+1-555-4905;Manager;Globex;37009;;Bob;2012-10-10;Inactive;;58161;USA;Note 128;96.26;9;39;Project 79;;8549;Name128;52;Other;Canada;Sydney;user128@example.com;+1-555-3126;Analyst;Initech;35944;HR;Alice;2016-03-17;Inactive;324 Main St;68734;Australia;;2.8;9;8;Project 78;Beta;810;Name128;30;Other;UK;London;user128@example.com;+1-555-5382;Manager;Acme Corp;90968;Engineering;Diana;2019-10-12;Active;385 Main St;57355;USA;Note 128;41.15;7;;;Gamma;7000;Name128;59;Other;UK;New York;user128@example.com;+1-555-5001;Engineer;Acme Corp;;Sales;Alice;;Inactive;629 Main St;33875;Germany;Note 128;18.07;5;3;Project 41;Alpha;5750;Name128;52;Other;USA;London;user128@example.com;+1-555-5210;Engineer;Initech;36529;HR;Bob;2018-02-18;On Leave;727 Main St;68231;Germany;Note 128;62.82;3;36;;Gamma;3432;Name128;22;Other;UK;Toronto;user128@example.com;+1-555-3874;Engineer;Umbrella;;HR;Alice;;Inactive;966 Main St;44826;UK;Note 128;74.08;8;19;Project 97;Delta;9798;Name128;62;Female;Australia;Berlin;user128@example.com
Name129;42;Female;UK;Berlin;user129@example.com;;Manager;;79708;Sales;Bob;2020-08-01;;894 Main St;82457;;Note 129;63.02;2;32;Project 56;Gamma;8280;;60;Other;;London;user129@example.com;+1-555-5114;Clerk;Umbrella;30314;Sales;Bob;2018-06-04;On Leave;405 Main St;57856;;Note 129;4.97;;13;Project 23;Alpha;6016;;47;Other;Australia;London;;+1-555-9371;Engineer;Acme Corp;64320;Engineering;Bob;2000-11-24;Inactive;240 Main St;38289;USA;Note 129;8.49;1;25;;Gamma;;Name129;42;Female;Canada;London;user129@example.com;+1-555-2085;Analyst;;42155;Marketing;Charlie;2017-10-11;Inactive;168 Main St;58496;Australia;Note 129;;5;5;Project 19;Alpha;;Name129;29;Other;Australia;New York;user129@example.com;+1-555-1732;Engineer;Umbrella;57426;HR;Alice;2011-11-03;Inactive;699 Main St;29708;Canada;;97.54;5;23;Project 88;Gamma;1917;;59;Female;Australia;Sydney;user129@example.com;+1-555-6987;;Acme Corp;62014;Engineering;Alice;;On Leave;463 Main St;87612;Australia;Note 129;8.88;3;37;Project 62;Delta;8660;Name129;47;Male;Australia;Sydney;user129@example.com
Name130;25;Female;UK;Sydney;;+1-555-1350;Clerk;Umbrella;57423;Marketing;Bob;;On Leave;435 Main St;;Australia;;73.92;10;0;Project 53;Beta;6816;Name130;45;Other;USA;London;user130@example.com;+1-555-3212;Engineer;Umbrella;76475;Engineering;Alice;;Inactive;572 Main St;71225;Canada;Note 130;90.71;1;;Project 8;Beta;4335;Name130;35;Male;;New York;user130@example.com;+1-555-7420;Engineer;Umbrella;110589;Marketing;Charlie;2003-11-21;Inactive;995 Main St;62496;Canada;Note 130;;6;1;Project 48;Alpha;4377;;62;;UK;Sydney;user130@example.com;+1-555-6082;;Globex;56319;Engineering;Diana;2020-11-14;;113 Main St;15303;Canada;;72.01;;36;Project 29;Gamma;5483;Name130;55;Male;UK;London;user130@example.com;+1-555-9419;Clerk;Initech;117511;Marketing;Diana;2019-10-11;On Leave;676 Main St;72035;UK;Note 130;92.37;2;15;Project 26;Delta;6212;Name130;43;Male;Canada;Sydney;user130@example.com;+1-555-6497;Clerk;;72645;Marketing;Bob;2000-12-31;Inactive;428 Main St;34263;Australia;Note 130;84.88;6;0;Project 40;;7936;Name130;60;Other;USA;Toronto;user130@example.com
Name131;33;Other;Germany;New York;user131@example.com;+1-555-2795;Engineer;Umbrella;88202;Marketing;Alice;2003-06-05;On Leave;419 Main St;82103;UK;Note 131;95.13;7;35;Project 1;Alpha;5920;Name131;64;Other;Australia;Sydney;user131@example.com;+1-555-4064;Engineer;Initech;52811;;Alice;2006-03-13;Inactive;549 Main St;51358;UK;Note 131;53.11;9;21;Project 80;Delta;589;Name131;52;Female;USA;Berlin;user131@example.com;+1-555-6945;Engineer;;88387;Engineering;Alice;2002-03-03;On Leave;121 Main St;51006;UK;Note 131;23.88;1;7;Project 98;Gamma;8134;Name131;23;Female;USA;London;user131@example.com;+1-555-6560;Analyst;Globex;100371;Sales;Alice;2016-07-12;On Leave;425 Main St;76648;;Note 131;28.99;7;27;Project 96;Alpha;2747;Name131;22;Other;UK;;user131@example.com;+1-555-6644;Clerk;Globex;46788;Sales;Alice;2003-01-28;;950 Main St;57811;UK;Note 131;88.29;2;21;Project 41;Beta;7572;Name131;55;Other;USA;London;user131@example.com;+1-555-4230;Analyst;Umbrella;79252;HR;Diana;2011-08-16;Active;394 Main St;14110;UK;Note 131;92.38;6;10;Project 89;Beta;162;Name131;20;;Germany;London;user131@example.com
Name132;42;Female;Canada;Sydney;user132@example.com;+1-555-3137;Engineer;Globex;44301;HR;;2008-03-01;Active;;71872;Canada;Note 132;53.48;6;29;Project 75;Alpha;4957;Name132;47;Male;Germany;Berlin;user132@example.com;;Clerk;Umbrella;77097;HR;Bob;2001-11-30;On Leave;601 Main St;48579;Germany;Note 132;45.29;9;2;;Gamma;857;Name132;30;Male;UK;Berlin;user132@example.com;+1-555-1517;Manager;Umbrella;82105;Engineering;Bob;;Inactive;259 Main St;54600;;Note 132;39.82;8;35;;Gamma;3794;Name132;;Female;UK;Toronto;user132@example.com;+1-555-2376;Clerk;Globex;30322;Sales;Alice;2005-12-12;Active;703 Main St;42491;Canada;Note 132;14.77;9;29;Project 98;Delta;6110;Name132;38;Male;Germany;Sydney;user132@example.com;+1-555-6115;Clerk;Acme Corp;60117;HR;Bob;2015-04-14;Inactive;467 Main St;89300;Germany;Note 132;51.92;6;;Project 12;Alpha;9997;Name132;;;Germany;London;user132@example.com;+1-555-2478;Manager;Globex;76107;Marketing;Diana;2015-05-30;On Leave;105 Main St;85814;;Note 132;41.02;5;11;;Delta;5029;Name132;50;Other;Germany;Toronto;user132@example.com
Name133;34;Female;Canada;Toronto;user133@example.com;+1-555-6128;Clerk;Umbrella;64136;Engineering;Alice;2019-04-29;On Leave;944 Main St;48284;Germany;Note 133;26.54;8;;Project 14;Beta;6608;Name133;34;Male;Canada;Sydney;user133@example.com;+1-555-7773;Analyst;Initech;98965;HR;;2020-07-11;Active;733 Main St;56472;UK;Note 133;13.28;4;36;Project 19;Alpha;8392;Name133;64;Female;Australia;Sydney;user133@example.com;+1-555-3753;Analyst;;44237;HR;Charlie;2013-01-25;Inactive;;78239;Australia;Note 133;8.41;8;29;Project 26;Delta;3394;Name133;29;Female;Canada;London;user133@example.com;+1-555-7593;Manager;Initech;76686;Sales;Charlie;2020-01-15;Inactive;373 Main St;64627;Germany;Note 133;27.97;6;36;Project 81;Gamma;1458;Name133;41;Female;Germany;New York;user133@example.com;+1-555-2920;Engineer;Initech;115203;Engineering;Charlie;;Inactive;737 Main St;65863;Canada;Note 133;22.64;4;38;Project 69;Beta;1958;Name133;23;Other;UK;London;user133@example.com;+1-555-3032;Engineer;Initech;87376;Engineering;Diana;2006-08-02;Active;716 Main St;;Germany;Note 133;72.41;4;11;Project 72;Alpha;3763;Name133;25;Other;Australia;London;user133@example.com
Name134;;Male;Canada;London;;+1-555-6548;Analyst;Initech;47885;HR;Bob;2012-04-18;Inactive;668 Main St;77159;;Note 134;75.58;3;30;Project 41;Delta;2385;Name134;49;Male;Germany;London;user134@example.com;+1-555-6105;Manager;Umbrella;42081;Marketing;Bob;2013-01-17;Inactive;918 Main St;64297;;Note 134;24.07;;25;Project 41;Delta;3078;;21;Male;UK;Sydney;user134@example.com;+1-555-7969;Engineer;Acme Corp;;Marketing;;;Active;634 Main St;64812;Germany;Note 134;27.33;1;18;Project 3;Beta;3912;Name134;46;Female;Australia;Sydney;user134@example.com;+1-555-6042;Clerk;Umbrella;54636;Sales;Diana;2000-05-05;Active;733 Main St;93043;Australia;Note 134;37.42;;4;Project 40;Gamma;;Name134;58;Male;Australia;Berlin;user134@example.com;+1-555-1035;Clerk;Globex;38843;Engineering;;2013-05-03;On Leave;495 Main St;39477;;Note 134;79.37;6;0;Project 25;Beta;7704;Name134;;;Canada;Sydney;user134@example.com;+1-555-3455;Analyst;Acme Corp;116129;HR;Charlie;2000-09-09;Inactive;543 Main St;15078;UK;;83.15;4;;Project 68;;4702;Name134;61;Male;Canada;Berlin;user134@example.com
Name135;65;;Germany;New York;user135@example.com;+1-555-6823;Analyst;Initech;116884;Marketing;Diana;2005-08-10;Active;998 Main St;80150;USA;Note 135;30.33;6;13;Project 7;Alpha;;Name135;35;;USA;New York;user135@example.com;+1-555-9122;;Umbrella;;Sales;Bob;2007-12-21;Inactive;339 Main St;36631;UK;Note 135;97.55;5;25;Project 27;Delta;8749;Name135;20;Male;Canada;New York;user135@example.com;+1-555-1859;Analyst;Globex;107806;;;2001-08-28;Active;258 Main St;42823;Australia;Note 135;22.09;1;38;;;8933;Name135;64;Male;UK;Sydney;user135@example.com;;Analyst;Umbrella;72637;Marketing;Alice;2001-02-23;Active;526 Main St;33452;Australia;Note 135;;3;40;Project 61;Gamma;4265;Name135;58;Male;UK;Toronto;user135@example.com;+1-555-3699;Engineer;;101261;Engineering;Alice;2004-04-29;On Leave;;11727;USA;;;5;36;Project 7;Delta;6540;Name135;46;Female;UK;New York;user135@example.com;;Manager;Umbrella;;HR;Diana;2002-10-30;Active;678 Main St;68821;Canada;Note 135;33.13;10;22;;Beta;7213;Name135;53;Female;Germany;Berlin;user135@example.com
Name136;44;Male;Germany;;user136@example.com;+1-555-5997;Analyst;Globex;;Marketing;Bob;;On Leave;656 Main St;21041;Australia;Note 136;80.47;7;14;;Delta;4529;Name136;49;Other;USA;Berlin;;+1-555-2556;;Umbrella;59287;Marketing;Diana;2018-05-17;Active;558 Main St;;USA;Note 136;59.36;1;40;Project 74;Gamma;9436;Name136;49;Female;Germany;;user136@example.com;+1-555-4783;Clerk;Acme Corp;;;Bob;2012-08-06;Active;319 Main St;99204;Canada;Note 136;66.73;1;34;Project 2;;7043;Name136;23;Other;Germany;London;user136@example.com;+1-555-8337;Clerk;Acme Corp;76305;HR;Bob;2008-03-07;On Leave;;12706;Canada;Note 136;92.89;4;;Project 52;;1961;Name136;48;Female;UK;New York;user136@example.com;;Analyst;Initech;75252;HR;Diana;;Inactive;281 Main St;91602;UK;Note 136;51.34;5;12;Project 41;Delta;551;Name136;44;;;Sydney;user136@example.com;+1-555-8735;Manager;Acme Corp;43069;Sales;Diana;2007-09-17;Inactive;868 Main St;77746;USA;Note 136;;5;4;;Alpha;8576;Name136;55;Other;Germany;;user136@example.com
Name137;59;Other;UK;London;user137@example.com;+1-555-1281;Clerk;Globex;76010;HR;Charlie;2020-03-27;Active;697 Main St;75356;Germany;;74.34;9;24;Project 7;;4683;Name137;20;Female;Australia;Berlin;user137@example.com;+1-555-8072;Manager;Umbrella;98248;;Alice;;Inactive;452 Main St;43109;Australia;Note 137;72.45;7;;Project 99;Alpha;6532;;45;Other;Germany;Sydney;user137@example.com;+1-555-3800;Engineer;Umbrella;;Marketing;Bob;2020-09-20;On Leave;940 Main St;28367;Germany;;71.2;7;;Project 29;Delta;9411;Name137;33;;Australia;New York;user137@example.com;+1-555-5801;Clerk;Acme Corp;49817;Engineering;Bob;2007-01-01;On Leave;916 Main St;64886;Canada;Note 137;46.48;;32;Project 82;Gamma;4515;Name137;55;Other;;London;user137@example.com;+1-555-2158;Clerk;Umbrella;64774;HR;Bob;2005-11-04;On Leave;969 Main St;;;Note 137;58.33;10;9;Project 64;Beta;9444;Name137;25;Male;;Berlin;user137@example.com;+1-555-3705;Engineer;Globex;53014;;Alice;2010-01-08;;486 Main St;86912;UK;Note 137;7.75;5;25;Project 37;Delta;;Name137;46;Other;USA;;user137@example.com
Name138;23;Male;UK;New York;user138@example.com;+1-555-3446;Engineer;Initech;102785;Engineering;Alice;2010-08-01;;523 Main St;38904;;Note 138;14.19;2;22;Project 37;Gamma;8791;;26;Male;Canada;New York;user138@example.com;+1-555-3111;;;102536;HR;Charlie;2007-05-23;On Leave;274 Main St;;UK;Note 138;82.74;2;35;Project 14;;1084;Name138;42;Male;;Sydney;;+1-555-8126;Clerk;Acme Corp;40500;Engineering;Alice;2009-06-14;On Leave;832 Main St;13611;Germany;Note 138;93.22;4;37;Project 38;Gamma;443;;40;Other;;Toronto;user138@example.com;+1-555-8801;Clerk;Acme Corp;119323;Marketing;Alice;;On Leave;278 Main St;27579;Germany;Note 138;67.52;2;28;Project 50;Delta;;;36;Other;Australia;Sydney;user138@example.com;+1-555-2268;Manager;Umbrella;;HR;Diana;2018-04-19;Active;370 Main St;80607;USA;Note 138;39.2;;31;Project 23;Delta;9831;Name138;23;Male;;Berlin;user138@example.com;+1-555-4104;Clerk;;49041;Sales;Diana;2002-08-07;Active;357 Main St;51134;Canada;Note 138;79.1;5;23;Project 28;Beta;6016;Name138;60;Male;Australia;New York;
Name139;64;Other;Germany;Sydney;user139@example.com;+1-555-1851;;Umbrella;108334;HR;Diana;2008-03-14;Inactive;164 Main St;;USA;Note 139;27.75;9;25;Project 15;Gamma;1223;Name139;40;Female;UK;Berlin;user139@example.com;+1-555-9635;Manager;Globex;;Marketing;Alice;2001-03-19;Inactive;419 Main St;76741;USA;Note 139;27.24;3;25;Project 2;Gamma;9655;Name139;60;Other;USA;Berlin;user139@example.com;+1-555-9636;Manager;Umbrella;83149;Marketing;;2014-05-14;;;94365;USA;Note 139;46.12;6;37;Project 70;Beta;2990;Name139;36;Other;Germany;Berlin;user139@example.com;+1-555-4410;Manager;Globex;32400;Marketing;Diana;2010-08-01;;278 Main St;98879;;Note 139;15.3;6;13;Project 15;Beta;1368;Name139;32;Female;Canada;Berlin;user139@example.com;+1-555-3375;Manager;Globex;43433;Engineering;Charlie;2014-09-10;Inactive;698 Main St;;;Note 139;62.53;5;26;Project 87;Beta;8508;Name139;51;Male;Germany;Toronto;user139@example.com;+1-555-5546;Engineer;Acme Corp;104061;;Diana;2001-05-21;;627 Main St;73874;USA;Note 139;4.1;;0;Project 33;Alpha;2955;Name139;39;Male;;Berlin;user139@example.com
Name140;44;Female;Canada;Toronto;user140@example.com;;Engineer;Globex;39993;HR;Charlie;;;566 Main St;15820;UK;Note 140;22.09;3;18;Project 17;Alpha;4656;Name140;38;;Australia;New York;user140@example.com;+1-555-3681;Clerk;Initech;81191;Sales;Alice;2009-10-20;Inactive;282 Main St;96745;UK;Note 140;76.62;6;24;Project 59;Delta;5806;;51;Female;Germany;New York;user140@example.com;+1-555-2093;Engineer;Acme Corp;69369;Sales;Diana;2004-02-23;On Leave;811 Main St;;USA;Note 140;58.41;6;21;;Gamma;;Name140;63;Male;Germany;Sydney;user140@example.com;+1-555-4826;Manager;Umbrella;63373;Engineering;Diana;2001-01-19;Active;820 Main St;72558;Australia;Note 140;;8;28;Project 88;Alpha;2722;Name140;51;Male;;Sydney;user140@example.com;+1-555-9252;Manager;Globex;56556;HR;Charlie;2017-10-24;Inactive;788 Main St;55183;USA;Note 140;46.53;5;39;Project 85;Delta;1840;Name140;38;;Canada;New York;user140@example.com;+1-555-4967;Engineer;Acme Corp;39989;;Diana;2014-06-10;Active;510 Main St;72592;UK;Note 140;52.99;5;4;Project 21;Beta;1678;;22;Female;Germany;London;user140@example.com
Name141;40;Female;Germany;Toronto;user141@example.com;+1-555-3644;Manager;Acme Corp;;Marketing;Alice;;Active;564 Main St;62425;Germany;Note 141;21.35;8;40;;Gamma;8760;Name141;54;Male;;New York;user141@example.com;+1-555-2132;Engineer;Globex;117606;HR;Diana;;;385 Main St;89654;Germany;Note 141;9.21;5;37;Project 53;Alpha;1982;Name141;44;Male;Australia;Toronto;user141@example.com;+1-555-7858;Manager;Globex;64093;Engineering;Alice;2018-07-12;Active;886 Main St;23596;;;4.82;;11;Project 92;Beta;6993;Name141;48;Male;;New York;user141@example.com;+1-555-1630;;Acme Corp;;Marketing;Bob;;Inactive;;20342;USA;Note 141;76.24;7;;Project 19;Alpha;;Name141;27;;Germany;;user141@example.com;+1-555-6411;;Acme Corp;109737;HR;Diana;2002-01-05;Active;709 Main St;46182;UK;Note 141;76.75;2;29;;;7599;Name141;36;Female;Canada;Toronto;;+1-555-4217;Analyst;Globex;75184;Marketing;Bob;2009-03-21;Active;436 Main St;50790;USA;Note 141;67.0;6;;Project 8;;8453;Name141;46;Other;UK;Toronto;user141@example.com
Name142;43;Male;Canada;Sydney;;;Engineer;Globex;89726;Sales;Charlie;2011-03-23;On Leave;882 Main St;55707;Germany;Note 142;86.89;6;27;Project 48;Delta;1280;Name142;20;;Australia;London;user142@example.com;+1-555-9314;Engineer;Globex;114432;HR;Diana;2020-01-10;On Leave;;15426;Canada;Note 142;;10;7;Project 37;Gamma;3366;Name142;62;Female;Germany;Toronto;user142@example.com;+1-555-6868;Analyst;Acme Corp;49311;HR;Bob;2006-04-20;Inactive;399 Main St;54708;USA;Note 142;57.39;5;35;Project 48;Alpha;4753;Name142;34;Female;Australia;Berlin;user142@example.com;+1-555-6798;Engineer;Acme Corp;69577;HR;Bob;2003-11-21;On Leave;;85195;Australia;Note 142;96.94;1;5;Project 40;Gamma;7918;Name142;;Female;UK;Sydney;user142@example.com;+1-555-4992;Engineer;Initech;43875;;Alice;;;767 Main St;;USA;Note 142;90.61;4;18;Project 66;Gamma;7939;Name142;47;Male;Germany;Sydney;user142@example.com;+1-555-3435;;Globex;72740;Marketing;;2010-10-16;Inactive;293 Main St;;Australia;;1.99;;39;Project 79;Alpha;3661;Name142;25;Female;USA;New York;
Name143;40;Female;Canada;New York;;+1-555-7931;Analyst;Globex;61202;Engineering;Bob;2018-11-18;On Leave;815 Main St;36944;;Note 143;94.22;4;27;Project 89;Delta;6575;Name143;;Other;USA;;user143@example.com;+1-555-3242;Analyst;Acme Corp;77652;Engineering;Alice;2005-07-08;Inactive;;30494;Canada;;18.67;;26;;Beta;9943;Name143;54;Male;Canada;New York;user143@example.com;+1-555-1513;Engineer;Globex;73475;HR;Alice;;Inactive;362 Main St;14921;USA;Note 143;78.85;8;34;Project 3;;;Name143;39;Female;;London;user143@example.com;+1-555-9089;Clerk;;41571;HR;Diana;;On Leave;819 Main St;91087;Australia;Note 143;80.56;5;8;Project 99;Alpha;177;Name143;;Other;Canada;Toronto;user143@example.com;+1-555-1496;Clerk;Globex;118081;Sales;Bob;2016-12-23;On Leave;266 Main St;18447;;Note 143;13.17;9;11;;Alpha;;Name143;46;Female;UK;Toronto;user143@example.com;;Manager;Acme Corp;62973;Engineering;;2014-12-17;On Leave;731 Main St;31920;USA;Note 143;29.52;8;19;Project 91;Gamma;4786;Name143;31;Female;USA;Berlin;user143@example.com
Name144;27;Other;Canada;New York;user144@example.com;+1-555-2076;Clerk;Globex;47001;Sales;Charlie;;Active;;78193;;Note 144;74.43;5;8;Project 53;Beta;1855;;42;;Australia;London;user144@example.com;+1-555-4713;Engineer;Initech;41219;;Alice;2005-07-17;Active;923 Main St;87850;Germany;;59.69;2;21;Project 66;Alpha;2987;Name144;42;Other;Germany;Toronto;user144@example.com;;Analyst;Globex;81060;Engineering;Bob;2002-03-31;On Leave;614 Main St;63496;Australia;Note 144;23.98;;;Project 6;Delta;9872;Name144;53;Male;USA;Berlin;user144@example.com;+1-555-3214;Clerk;Globex;73452;Sales;Diana;2006-04-09;Active;109 Main St;42345;USA;Note 144;31.27;4;25;Project 40;Beta;3659;Name144;62;;Germany;Toronto;user144@example.com;+1-555-6212;Clerk;;;;Bob;2004-06-27;Active;120 Main St;;Germany;Note 144;39.91;6;14;Project 99;;747;Name144;;Female;Germany;New York;user144@example.com;+1-555-5745;Analyst;Initech;;Marketing;Alice;2011-12-28;On Leave;328 Main St;17846;Australia;Note 144;4.31;1;;Project 25;Beta;995;Name144;60;Female;Germany;Toronto;user144@example.com
